Number,Descriptor-0,Descriptor-1,Descriptor-2,Descriptor-3,Descriptor-4,Descriptor-5,Descriptor-6,Descriptor-7,Descriptor-8,Descriptor-9,Descriptor-10,Descriptor-11,Descriptor-12,Descriptor-13,Descriptor-14,Descriptor-15,Descriptor-16,Descriptor-17,Descriptor-18,Descriptor-19,Descriptor-20,Descriptor-21,Descriptor-22,Descriptor-23,Descriptor-24,Descriptor-25,Descriptor-26,Descriptor-27,Descriptor-28,Descriptor-29,Descriptor-30,Descriptor-31,Descriptor-32,Descriptor-33,Descriptor-34,Descriptor-35,Descriptor-36,Descriptor-37,Descriptor-38,Descriptor-39,Descriptor-40,Descriptor-41,Descriptor-42,Descriptor-43,Descriptor-44,Descriptor-45,Descriptor-46,Descriptor-47,Descriptor-48,Descriptor-49,Descriptor-50,Descriptor-51,Descriptor-52,Descriptor-53,Descriptor-54,Descriptor-55,Descriptor-56,Descriptor-57,Descriptor-58,Descriptor-59,Descriptor-60,Descriptor-61,Descriptor-62,Descriptor-63,Descriptor-64,Descriptor-65,Descriptor-66,Descriptor-67,Descriptor-68,Descriptor-69,Descriptor-70,Descriptor-71,Descriptor-72,Descriptor-73,Descriptor-74,Descriptor-75,Descriptor-76,Descriptor-77,Descriptor-78,Descriptor-79,Descriptor-80,Descriptor-81,Descriptor-82,Descriptor-83,Descriptor-84,Descriptor-85,Descriptor-86,Descriptor-87,Descriptor-88,Descriptor-89,Descriptor-90,Descriptor-91,Descriptor-92,Descriptor-93,Descriptor-94,Descriptor-95,Descriptor-96,Descriptor-97,Descriptor-98,Descriptor-99,Descriptor-100,Descriptor-101,Descriptor-102,Descriptor-103,Descriptor-104,Descriptor-105,Descriptor-106,Descriptor-107,Descriptor-108,Descriptor-109,Descriptor-110,Descriptor-111,Descriptor-112,Descriptor-113,Descriptor-114,Descriptor-115,Descriptor-116,Descriptor-117,Descriptor-118,Descriptor-119,Descriptor-120,Descriptor-121,Descriptor-122,Descriptor-123,Descriptor-124,Descriptor-125,Descriptor-126,Descriptor-127
31,1,0,0,0,0,1,35,27,12,1,0,0,0,0,25,147,4,0,0,0,0,0,74,147,1,2,1,0,0,25,147,66,26,2,2,7,4,4,19,25,147,3,0,1,1,1,6,147,41,7,14,10,2,0,14,147,17,33,25,2,0,5,28,29,33,33,27,12,1,0,0,1,147,90,2,2,1,0,0,19,91,25,9,24,24,7,0,10,75,21,9,4,3,2,0,7,10,37,16,0,0,0,0,0,147,129,3,0,0,0,0,1,127,41,0,0,14,36,3,4,49,16,0,0,5,14,1,2
32,1,2,2,1,0,0,0,0,124,14,1,1,0,0,0,0,202,39,0,0,0,0,0,1,46,6,1,7,7,1,0,0,0,2,6,2,0,0,0,0,159,11,4,2,0,0,0,2,202,9,0,1,1,0,0,37,51,2,0,19,18,0,0,9,0,0,3,2,1,0,0,0,167,13,2,2,1,0,0,2,202,45,0,2,3,0,0,12,42,7,0,14,33,1,0,2,1,1,1,0,1,0,0,0,104,11,0,1,2,1,0,2,202,51,0,0,1,0,0,1,47,8,0,1,18,7,0,0
33,8,1,0,0,0,0,0,1,123,5,0,0,0,0,0,3,203,25,1,0,0,0,0,13,46,12,5,16,6,0,0,2,4,0,0,0,1,4,2,3,157,9,0,0,0,0,0,5,203,4,0,0,0,1,0,38,46,1,0,3,22,5,0,10,0,0,0,2,3,5,2,1,163,3,0,0,0,0,0,8,203,6,0,0,1,0,0,9,49,1,0,2,31,5,0,1,0,2,2,6,1,0,0,0,130,7,2,0,0,0,0,4,203,7,0,1,0,0,0,18,37,2,1,16,19,0,0,1
34,8,1,0,0,0,0,0,3,175,22,0,0,0,0,0,5,175,48,0,0,4,1,0,0,8,1,0,1,9,2,0,0,4,0,0,0,0,0,5,26,175,10,0,0,0,0,9,46,175,42,0,0,3,1,0,10,22,2,0,0,12,5,0,0,1,0,0,0,0,0,89,54,90,0,0,0,0,0,54,145,175,7,0,0,2,0,3,64,29,2,0,0,15,2,0,0,0,0,0,1,1,8,96,15,52,1,0,0,0,1,39,71,175,6,0,0,1,0,2,42,22,3,0,0,8,1,0,0
35,30,27,1,0,0,6,3,2,32,4,0,0,0,6,20,107,17,0,0,0,0,12,123,146,1,0,0,0,26,146,107,19,59,32,1,0,0,0,0,2,146,16,1,0,0,0,0,123,97,10,22,8,1,2,10,137,5,12,24,7,45,117,10,8,48,31,12,0,0,0,0,0,146,77,1,0,0,0,0,12,105,20,12,19,14,8,0,8,31,24,10,4,5,13,0,1,23,22,13,0,0,0,2,4,146,69,1,0,0,0,0,2,127,18,0,0,15,29,3,5,21,7,0,0,4,11,4,7
36,2,17,7,0,0,0,0,0,91,40,4,0,0,0,0,3,198,11,0,0,1,2,1,62,37,0,0,4,31,10,1,17,6,10,4,1,0,0,0,0,137,34,2,0,0,0,0,3,198,39,0,0,3,2,0,28,45,2,0,0,55,21,1,6,8,8,3,1,0,0,0,1,149,10,4,1,0,0,0,16,198,24,0,0,2,3,1,53,50,2,0,0,47,29,1,9,5,9,2,0,0,0,0,0,94,31,4,0,0,0,0,4,198,113,0,0,0,2,0,5,67,13,0,0,35,31,1,3
37,12,1,1,58,79,0,0,1,121,1,0,40,65,0,0,23,79,2,0,48,61,0,0,15,6,0,0,66,91,0,0,14,8,6,22,134,54,0,0,0,134,20,8,47,27,0,0,21,53,9,11,134,74,0,0,7,43,10,5,56,51,0,0,58,5,6,37,50,10,5,13,2,55,65,44,26,6,6,3,1,8,17,42,134,19,1,3,1,35,43,32,23,5,1,2,8,1,1,1,0,1,91,134,2,0,3,8,3,3,109,134,0,0,1,6,8,3,60,134,1,1,1,4,1,2,35,82,1
38,0,0,136,136,0,0,0,0,1,4,128,136,0,1,5,6,22,6,21,47,2,4,7,18,41,2,1,1,0,7,32,73,12,4,48,101,2,1,0,3,70,5,6,10,0,17,41,67,50,13,1,0,10,109,42,18,136,52,0,0,1,11,4,16,19,3,2,3,6,27,36,26,136,37,0,0,4,20,11,21,51,18,0,0,39,136,10,9,74,87,0,0,19,65,0,0,34,1,0,0,60,39,21,37,85,75,0,1,44,18,2,1,74,69,0,0,14,48,1,1,20,23,0,0,31,113,1,0
39,0,0,0,49,156,1,0,0,112,5,1,3,7,2,0,2,163,15,1,2,1,0,0,2,26,5,7,19,9,0,0,0,0,0,1,53,123,3,0,0,137,13,3,5,7,3,0,2,163,20,0,2,3,1,1,4,33,3,1,15,22,10,4,2,0,0,0,20,54,11,0,0,116,16,0,3,11,5,0,5,163,101,19,2,1,2,2,10,24,19,51,66,12,17,6,4,0,0,0,4,43,14,0,0,26,25,1,5,10,2,3,1,62,163,63,1,0,0,1,1,1,34,153,64,1,0,0,0
40,0,0,0,3,12,5,1,0,94,27,1,4,4,2,1,1,202,88,0,0,0,0,0,1,68,22,1,0,0,0,0,4,0,0,0,0,7,30,5,2,94,17,1,4,22,24,1,2,202,36,0,0,1,1,0,11,119,3,0,0,0,0,0,17,1,0,1,3,4,15,4,7,95,1,0,8,35,37,1,14,202,4,0,0,2,2,0,45,111,15,0,0,0,0,0,3,0,1,4,18,5,1,0,1,92,8,1,25,23,5,0,7,202,79,0,1,1,0,0,21,58,55,1,0,0,0,0,1
41,43,5,6,4,1,1,0,4,202,2,0,0,0,0,0,47,117,1,1,6,22,6,0,13,0,0,0,14,32,5,0,0,84,10,5,3,2,1,0,2,202,11,0,0,1,0,0,36,115,2,2,23,43,2,0,11,0,0,1,49,30,0,0,0,84,3,0,0,7,6,1,16,202,23,0,0,1,0,0,46,109,10,0,6,54,25,4,9,0,0,0,11,28,30,13,1,84,5,0,1,6,2,0,20,202,24,1,0,0,0,1,78,69,9,10,3,6,43,17,26,0,0,5,7,6,45,21,2
42,0,0,1,9,4,0,0,0,151,23,2,3,0,0,0,0,177,51,0,0,0,0,0,0,23,6,0,0,0,0,0,0,0,0,1,5,3,1,8,4,152,13,0,1,1,1,20,19,177,47,0,0,0,0,1,16,42,8,0,0,0,0,0,0,19,0,0,0,0,0,33,73,73,1,0,0,0,0,108,114,177,11,0,0,0,0,8,99,41,7,1,0,0,0,0,1,31,0,0,0,0,0,66,89,51,1,0,0,0,0,88,66,177,15,0,0,0,0,18,60,23,8,2,0,0,0,0,2
43,5,5,15,9,0,0,0,0,123,30,4,3,0,0,0,1,190,32,1,3,3,1,0,17,23,4,2,26,26,5,0,3,5,18,24,3,0,0,0,1,171,39,2,0,0,0,0,3,190,13,0,0,6,6,1,33,29,0,0,1,56,34,2,9,6,5,1,0,0,2,20,21,166,17,0,0,0,1,5,14,190,45,0,0,6,4,0,5,43,4,0,0,62,34,1,2,3,2,0,0,2,4,13,9,70,23,0,1,6,6,3,2,190,100,0,0,2,2,0,1,65,12,0,0,34,34,1,2
44,51,1,0,0,2,6,3,8,202,20,0,0,2,0,0,8,99,10,3,10,34,2,0,1,8,9,5,3,4,1,0,0,62,7,2,6,3,0,0,1,202,17,0,0,1,1,0,17,136,5,1,5,51,12,1,9,6,4,12,9,7,2,0,1,62,1,1,2,0,3,12,10,202,37,0,1,1,0,1,11,125,23,4,31,62,3,0,2,0,0,38,34,16,2,0,0,28,1,0,0,2,10,16,11,202,97,0,0,0,0,1,8,92,74,1,5,44,10,0,0,0,0,2,7,34,23,0,0
45,3,5,3,1,0,0,0,0,86,6,0,0,0,0,0,15,184,0,0,0,1,1,0,96,46,0,0,0,38,9,1,22,2,7,4,2,0,0,0,0,154,25,2,0,0,0,0,6,184,6,0,0,2,2,0,45,51,0,0,0,55,18,1,12,1,4,7,8,2,0,0,0,168,34,5,1,0,0,0,2,184,41,0,0,3,1,0,20,52,8,0,7,61,12,0,5,0,1,1,3,9,7,1,1,87,44,1,1,4,2,0,0,184,142,1,1,1,0,0,0,55,30,2,10,38,7,0,0
46,5,6,1,0,0,0,0,0,95,5,0,0,0,0,0,22,178,1,0,0,2,2,1,92,27,0,0,0,45,10,1,13,4,8,4,2,1,0,0,0,162,29,3,0,0,0,0,6,178,12,0,0,6,3,1,29,31,0,0,1,66,18,1,6,1,4,8,8,2,0,0,0,178,28,5,1,0,0,0,8,178,38,0,1,8,2,0,29,32,5,0,8,68,17,0,4,0,1,1,4,9,5,0,0,98,49,1,1,1,0,0,0,178,147,0,1,4,0,0,0,38,25,1,12,51,9,0,0
47,30,2,0,9,13,1,0,1,151,9,0,1,1,1,0,6,88,4,0,20,38,15,1,5,0,0,0,82,137,3,0,0,39,2,2,5,9,1,0,6,151,31,7,5,1,0,0,22,92,16,17,151,49,0,0,2,0,0,1,151,81,0,0,0,18,16,12,7,3,1,0,1,117,151,79,10,0,0,0,3,14,42,136,151,11,0,0,0,0,1,8,140,17,0,0,0,0,3,10,7,9,8,1,0,20,43,27,2,2,1,0,0,11,15,31,21,7,1,0,1,0,0,1,12,18,3,0,0
48,0,0,1,10,26,2,0,0,142,31,2,4,0,0,0,0,161,60,0,0,0,0,0,0,19,4,0,0,0,0,0,0,0,0,0,17,19,0,4,4,138,16,0,2,1,0,16,27,161,53,0,0,0,0,1,18,39,7,0,0,0,0,0,0,13,0,0,3,2,1,11,61,65,0,0,0,0,0,57,144,161,10,0,0,0,0,5,84,41,6,0,0,0,0,0,1,9,0,0,0,0,0,138,108,22,0,0,0,0,0,153,114,120,5,0,0,0,0,38,93,20,4,0,0,0,0,0,4
49,3,1,0,1,0,2,3,2,156,66,0,0,0,1,1,1,156,101,2,5,7,1,0,0,2,2,1,9,27,4,0,0,1,0,0,0,1,6,6,2,156,31,0,0,0,1,3,11,156,66,0,0,2,5,2,16,20,1,0,5,44,27,3,5,5,1,1,1,0,1,2,3,156,9,0,0,0,0,1,25,156,58,12,7,2,2,1,46,22,8,19,88,49,10,1,5,4,1,1,1,0,0,0,4,60,44,5,1,0,0,0,1,103,156,69,10,0,0,0,1,2,22,114,122,2,0,0,0
50,1,1,0,25,80,0,0,0,98,5,1,21,55,0,0,2,55,2,2,40,49,0,0,1,40,1,1,19,36,0,0,6,2,2,2,68,95,0,0,0,119,13,6,31,45,0,0,11,50,6,9,88,51,0,0,3,61,5,2,41,31,0,0,7,2,2,4,66,53,73,51,0,30,43,40,27,14,34,32,1,20,29,47,77,9,7,11,0,26,25,30,62,10,1,1,1,0,0,0,1,3,139,139,0,0,1,6,2,1,139,139,0,0,6,8,5,1,139,139,0,0,6,13,14,2,78,139,0
51,0,0,143,143,0,0,0,0,1,1,143,143,0,0,3,5,27,20,143,93,0,1,4,3,48,17,90,21,0,0,1,15,9,2,128,76,0,9,21,23,41,1,50,28,1,16,34,72,57,22,10,2,15,61,32,17,118,50,0,0,1,3,1,5,59,4,0,0,9,35,21,38,110,12,0,0,12,41,10,25,46,12,0,0,48,107,5,7,87,76,0,0,11,27,1,1,81,26,0,1,15,14,1,1,61,20,0,0,23,40,1,3,56,22,0,0,18,56,1,2,30,28,0,0,19,64,1,1
52,135,37,0,0,0,0,0,1,188,77,0,1,2,0,0,0,39,10,1,11,56,1,0,0,0,0,0,5,17,3,2,0,141,34,1,0,0,0,0,0,188,50,0,1,1,1,0,4,76,7,0,7,48,19,3,5,0,0,0,1,10,11,14,1,131,33,1,0,0,1,1,4,188,29,0,0,1,1,0,11,104,4,0,3,29,35,4,4,0,0,0,3,15,17,9,1,94,2,0,0,0,1,2,43,188,3,0,1,0,0,0,94,59,2,1,24,13,1,0,8,0,0,0,14,21,1,0,0
53,88,2,0,0,0,0,0,9,204,29,0,0,0,0,0,4,103,11,4,4,4,1,0,1,0,0,2,3,24,10,0,0,103,2,0,0,0,0,2,16,204,12,0,0,0,0,0,38,130,7,4,13,6,0,0,6,0,3,5,7,11,4,0,0,100,11,0,0,0,0,0,3,204,41,0,0,0,0,0,11,117,15,5,11,15,5,0,4,0,3,17,12,4,1,0,0,76,1,0,0,0,0,2,13,204,3,0,0,0,0,0,51,96,1,0,0,18,19,1,14,0,0,2,2,9,14,0,0
54,107,14,0,0,1,1,0,2,211,48,0,1,6,0,0,1,44,12,3,10,34,1,0,0,0,3,4,18,4,0,0,0,118,2,0,0,1,3,2,13,211,18,0,0,5,2,1,16,73,4,1,3,48,17,2,5,0,1,1,10,20,5,1,0,122,9,2,1,1,0,0,4,211,8,1,1,4,0,0,9,76,5,2,7,46,7,2,1,0,0,1,9,34,11,2,0,106,15,3,1,0,0,0,1,211,13,0,0,3,1,1,7,58,2,4,9,44,5,1,2,0,0,6,30,21,0,0,0
55,49,0,0,1,10,12,2,7,215,13,0,0,0,0,0,7,104,10,1,7,26,9,0,0,0,0,0,3,24,16,1,1,59,1,1,2,4,1,1,9,215,7,0,0,0,0,0,28,121,6,1,14,27,4,1,9,0,1,1,23,24,1,0,0,56,8,2,2,1,0,1,4,215,34,0,0,0,0,0,12,123,10,0,4,51,6,0,6,0,1,1,10,40,4,0,0,45,6,1,5,6,0,0,1,215,8,0,0,0,0,0,16,106,0,0,1,39,15,1,11,0,0,0,2,34,10,0,0
56,16,4,0,1,132,47,0,1,138,19,0,0,15,4,0,8,47,4,0,5,138,39,0,3,20,70,8,7,51,11,0,0,19,1,0,0,138,68,0,4,138,17,5,13,28,7,0,33,49,5,5,116,138,3,0,7,0,9,11,49,63,2,0,0,10,11,4,35,138,20,0,0,86,103,66,45,36,2,0,3,8,15,54,138,53,1,0,0,0,0,1,17,21,9,4,0,1,10,21,78,101,1,1,1,4,17,16,12,25,4,9,11,1,2,12,16,2,6,34,21,0,0,0,1,0,2,90,59
57,0,0,0,9,12,4,5,2,142,13,0,6,14,3,0,1,162,17,0,0,6,9,1,9,10,0,0,2,27,31,2,3,1,4,2,12,25,4,0,0,162,6,0,7,7,3,1,7,162,28,0,4,9,1,0,8,18,4,0,59,61,5,0,1,1,5,4,7,8,3,0,1,145,14,0,2,2,2,1,21,162,60,29,31,8,0,0,31,13,4,20,162,58,0,0,1,1,0,8,7,9,3,0,1,34,49,19,4,0,0,0,1,52,142,118,29,0,0,0,1,1,6,72,138,6,0,0,0
58,52,9,2,0,0,0,1,2,207,52,0,0,0,0,0,3,86,20,1,9,16,3,0,2,0,0,0,4,41,2,0,0,61,16,6,2,1,0,0,0,207,22,0,0,0,0,0,32,121,6,0,1,20,14,4,25,0,0,0,1,45,13,0,0,64,7,0,1,3,1,0,4,207,24,0,0,0,0,0,11,150,7,0,0,30,19,1,6,0,0,0,2,43,20,0,0,54,1,0,0,1,0,0,10,207,5,0,0,0,0,0,45,113,5,0,4,23,4,0,11,0,0,0,8,51,3,0,0
59,3,3,2,1,0,0,3,7,154,43,0,0,0,0,2,3,166,79,0,0,3,3,0,1,19,4,0,1,12,16,3,5,2,2,1,1,0,0,41,18,126,22,0,0,0,1,59,41,166,53,0,1,2,1,8,44,31,9,2,14,28,2,0,1,0,0,0,0,0,0,166,95,18,0,0,0,1,3,166,132,124,5,1,3,1,1,79,159,14,3,2,12,12,8,9,7,1,2,3,2,1,1,86,30,0,0,0,2,6,15,66,10,5,0,0,0,1,6,20,20,4,0,0,0,4,5,6,13
60,1,8,65,3,0,2,21,8,1,14,55,2,1,13,18,4,3,7,17,3,4,25,14,5,9,8,5,0,0,1,7,12,0,38,178,5,0,0,0,0,14,130,178,1,0,1,1,0,88,171,109,2,3,4,1,4,16,26,3,0,0,1,1,3,5,11,58,4,0,0,0,0,121,39,74,1,0,0,0,11,178,54,11,0,0,1,2,57,31,3,0,0,0,2,6,28,6,4,2,3,4,1,0,1,147,3,1,0,0,0,0,12,178,1,0,1,1,1,1,31,28,3,0,2,1,2,2,8
61,45,1,0,0,3,3,2,8,191,1,0,0,0,0,0,52,101,0,0,1,57,4,0,19,0,0,0,2,53,6,2,1,66,8,1,5,9,1,0,3,191,10,0,0,1,1,0,48,112,1,0,0,83,16,1,24,0,0,0,0,40,20,9,1,65,12,1,6,11,1,0,2,191,50,0,0,2,1,0,6,128,15,0,2,84,20,0,3,0,1,1,4,29,17,5,1,40,6,0,0,14,6,0,2,191,100,0,0,0,0,0,1,118,47,1,9,62,1,0,0,2,4,2,10,32,1,0,0
62,43,0,0,0,1,0,1,8,202,0,0,0,0,0,0,40,148,1,0,2,20,2,0,13,0,0,0,4,36,8,0,0,65,2,0,0,0,0,0,4,202,5,0,0,0,0,0,45,147,3,0,8,31,1,0,25,0,0,0,9,50,1,0,0,65,2,0,0,1,2,2,5,202,33,1,0,0,0,0,10,127,29,4,28,19,0,0,3,0,0,0,21,23,2,0,0,47,0,0,0,0,0,4,10,202,5,0,0,0,0,0,26,105,6,1,4,14,9,1,12,0,0,0,11,20,5,0,0
63,33,5,1,0,0,0,0,2,135,2,0,0,0,0,0,17,174,0,0,0,1,1,1,101,26,0,0,0,28,8,2,25,37,17,1,0,0,0,0,0,174,24,0,0,0,0,0,5,174,15,0,1,3,1,0,23,33,2,0,4,60,3,0,4,38,7,0,0,0,0,1,6,174,7,0,0,0,0,0,19,174,7,0,0,3,0,0,18,37,2,0,1,52,7,0,0,24,1,0,0,0,0,1,19,172,2,0,0,0,0,0,23,174,25,0,0,1,0,0,8,29,8,0,2,31,4,0,0
64,91,14,1,1,6,2,0,1,202,44,1,2,3,0,0,10,45,8,1,23,56,4,0,2,4,1,0,12,25,1,0,1,104,4,0,1,10,3,0,6,202,18,0,0,3,2,1,20,76,2,0,3,84,32,2,10,9,1,0,3,36,10,1,1,94,2,0,0,2,2,2,8,202,14,0,0,3,1,0,6,99,2,0,2,108,18,0,3,5,1,0,2,42,11,1,6,56,14,2,3,0,0,0,1,202,46,0,1,2,0,0,0,82,11,0,13,86,1,0,0,4,8,2,10,34,1,0,1
65,79,2,0,0,3,2,1,6,213,15,0,0,3,0,0,10,87,5,0,3,43,2,1,4,4,0,0,1,6,3,2,7,94,7,0,1,3,0,0,2,213,23,0,0,2,0,0,5,118,10,1,7,44,1,0,2,2,6,4,15,6,0,0,1,87,2,0,0,1,4,2,12,213,11,0,1,2,0,0,22,107,9,2,14,43,3,0,5,0,4,4,20,7,0,0,0,74,1,0,0,1,1,1,15,213,1,0,0,2,1,0,51,70,1,0,2,41,11,2,10,0,0,0,5,19,6,1,0
66,48,6,0,0,0,1,0,1,189,23,0,0,0,0,0,16,173,6,1,3,4,2,0,9,1,0,0,8,38,7,0,0,64,2,0,0,3,4,0,6,189,8,0,0,0,0,0,66,158,6,2,18,5,0,0,25,0,0,0,37,28,0,0,0,58,13,2,6,5,1,0,1,189,74,0,0,0,0,0,7,127,41,8,24,5,0,0,2,0,0,0,33,15,1,0,0,45,4,1,7,1,0,0,7,189,14,0,0,0,0,0,22,122,7,1,3,7,5,0,11,0,0,0,3,8,11,3,0
67,16,1,0,0,1,1,0,3,134,9,0,1,3,2,0,6,200,10,0,0,0,0,0,13,71,0,0,0,0,0,0,13,18,2,0,0,1,2,3,17,139,18,0,1,5,15,5,8,200,41,0,0,0,0,0,11,91,2,0,0,0,0,3,24,13,2,0,0,0,2,3,32,110,2,0,0,4,21,7,27,200,10,0,0,0,1,1,47,104,1,0,0,0,0,3,24,20,8,0,0,0,0,0,2,95,4,0,0,3,2,1,5,200,20,0,0,0,0,0,5,98,6,0,0,0,0,0,5
68,79,4,2,0,0,0,0,16,207,17,0,0,0,1,1,22,92,2,0,2,27,20,4,15,0,0,1,4,10,8,1,0,89,2,0,0,0,0,0,25,207,18,0,1,2,0,0,54,126,6,1,12,63,6,1,16,1,1,0,2,10,14,4,0,82,10,0,0,0,0,0,6,207,77,2,2,1,0,0,21,99,35,8,34,24,0,0,4,3,5,5,5,3,2,0,0,70,5,1,0,0,0,0,8,207,12,0,0,0,1,0,57,76,6,2,5,12,8,1,12,5,3,2,2,4,2,0,0
69,34,2,0,0,0,0,0,10,153,7,0,0,0,0,0,27,169,4,0,2,2,0,0,42,23,0,0,24,29,0,0,4,22,10,0,0,0,0,0,6,169,50,0,0,0,0,0,5,169,33,0,0,7,1,0,6,29,1,0,7,73,4,0,1,22,5,0,0,0,0,0,4,169,7,0,0,0,0,0,55,169,6,0,0,7,0,0,61,29,1,0,4,85,2,0,2,28,5,0,0,0,0,0,2,169,7,0,0,0,0,0,23,169,8,0,0,4,1,0,27,17,0,0,1,62,12,0,1
70,3,7,1,0,0,0,0,0,63,7,3,0,0,0,0,12,193,9,0,0,0,0,0,94,99,1,0,3,10,0,0,31,3,1,0,0,1,2,1,2,136,9,1,1,2,2,1,11,193,5,0,0,1,0,0,83,76,1,0,6,30,1,0,23,1,2,3,0,0,1,2,4,130,13,1,0,0,2,3,16,193,68,1,0,1,0,0,10,71,21,3,12,29,1,0,0,0,4,7,2,1,0,0,0,56,34,5,0,0,0,0,1,193,130,1,0,0,0,0,2,63,46,10,15,2,0,0,1
71,60,1,0,0,4,3,1,14,207,6,0,0,1,0,0,30,115,3,0,6,50,2,0,8,2,0,0,2,12,5,6,2,80,1,0,0,4,5,1,8,207,10,0,0,1,0,0,19,138,5,0,8,55,1,1,6,6,0,0,1,10,3,2,8,78,4,0,1,4,0,0,4,207,19,0,0,1,0,0,9,131,7,1,4,42,1,1,4,3,4,2,7,8,1,1,5,61,3,0,1,1,2,1,5,207,5,0,1,1,0,0,13,98,7,1,12,30,1,0,3,0,5,4,15,4,0,0,0
72,3,0,0,3,25,4,1,2,128,0,0,1,2,0,0,35,178,1,0,1,3,0,0,70,35,1,0,12,48,1,0,6,5,0,0,1,40,5,1,5,178,4,0,0,1,0,0,17,178,8,1,4,6,0,0,12,32,2,1,35,47,0,0,0,7,1,0,6,27,2,0,2,178,3,0,0,0,0,0,18,178,5,0,6,9,0,0,19,23,2,1,29,52,0,0,0,4,0,0,1,13,5,1,4,164,1,0,0,0,0,0,35,178,2,0,2,11,1,1,48,10,1,0,10,49,2,0,2
73,33,2,0,23,40,9,6,3,149,21,0,1,1,0,1,6,73,9,0,83,103,0,0,1,0,1,1,105,149,0,0,0,42,7,3,23,19,6,2,2,149,34,14,22,5,0,0,29,56,8,14,149,146,0,0,7,6,4,2,128,87,0,0,0,20,27,11,37,4,0,0,0,101,147,106,47,1,0,0,2,6,14,75,149,44,0,0,0,10,2,2,38,16,0,0,2,0,3,1,4,4,5,6,0,1,19,25,6,1,4,5,0,0,1,13,22,7,8,1,0,1,0,1,2,1,4,2,1
74,3,6,6,0,0,0,0,1,2,1,5,4,0,3,26,20,18,2,2,1,0,16,31,12,28,1,0,0,0,3,17,18,29,5,7,2,1,1,0,6,146,3,0,0,1,22,70,149,22,1,0,0,33,150,95,42,26,15,6,1,9,37,4,5,46,6,0,0,4,9,1,3,150,60,0,0,2,11,6,35,83,18,0,0,78,150,10,15,1,4,4,2,41,150,0,0,15,3,0,0,2,9,4,4,150,104,0,0,0,2,2,2,120,72,0,0,8,68,3,0,1,1,0,0,15,150,8,0
75,65,31,0,0,0,0,0,1,165,7,0,0,0,0,0,56,154,3,3,1,0,0,1,72,3,2,8,6,33,32,1,5,109,10,0,0,0,0,0,4,165,13,0,0,0,0,0,70,138,3,7,25,5,0,0,40,0,1,33,27,6,3,0,0,76,31,0,0,0,0,0,1,165,72,0,0,0,0,0,4,138,15,2,21,47,3,0,2,0,3,29,20,19,1,0,0,25,29,0,0,0,0,0,0,165,106,0,0,0,0,0,0,139,35,0,1,51,10,0,0,0,0,8,10,48,7,0,0
76,81,18,1,0,0,0,0,13,185,12,0,1,1,0,0,44,66,4,1,26,58,1,0,6,0,0,0,10,52,3,0,0,99,34,3,0,0,0,0,0,185,42,0,1,3,2,0,7,78,2,0,8,70,24,1,5,0,0,0,3,48,25,0,0,104,4,0,0,0,0,0,28,185,9,0,0,4,1,0,99,75,0,0,1,73,24,0,13,0,0,0,0,45,33,0,0,121,0,0,0,0,0,0,60,185,0,0,1,4,1,0,136,23,0,0,1,46,16,0,11,0,0,0,0,37,27,0,0
77,38,3,0,0,0,0,0,7,133,7,0,0,0,0,0,21,173,2,0,0,1,0,0,103,26,0,1,13,13,1,1,23,34,14,0,0,0,0,0,0,173,29,0,0,0,0,0,3,173,14,0,1,5,0,0,15,30,1,1,20,49,0,0,2,23,20,0,0,0,0,0,0,173,31,0,0,0,0,0,8,173,8,0,0,9,1,0,41,22,0,0,3,73,5,0,4,6,15,3,0,0,0,0,0,159,51,2,0,0,0,0,0,173,48,0,0,8,1,0,4,19,3,0,2,62,5,0,1
78,11,1,1,1,2,18,14,10,69,2,3,1,1,14,14,28,186,3,1,0,0,0,0,127,77,30,5,7,26,0,0,32,61,5,0,0,5,25,16,15,118,1,0,0,19,37,18,20,186,4,2,2,4,2,1,62,60,27,6,7,35,3,0,5,55,36,3,3,9,7,0,1,105,24,6,15,37,13,0,3,186,88,2,6,9,2,0,11,53,24,3,15,39,3,0,2,16,19,4,5,16,41,1,1,37,27,9,39,9,0,0,0,186,132,2,4,2,2,1,2,71,19,1,3,16,13,9,12
79,129,33,0,0,0,1,2,8,195,100,0,0,5,2,0,2,40,14,0,0,29,18,1,1,9,2,0,0,6,4,1,1,115,3,0,0,0,0,6,51,195,26,0,0,1,1,0,35,84,7,0,2,45,12,1,10,9,5,1,1,10,3,0,2,117,5,0,0,0,0,1,18,195,20,0,0,1,0,0,8,98,6,0,1,49,17,1,4,12,1,0,0,11,7,2,6,57,27,1,0,0,0,0,0,195,97,0,0,0,0,0,1,100,20,0,0,31,16,1,2,5,0,0,0,11,6,1,6
80,3,1,0,0,0,0,7,9,158,5,0,0,0,0,4,25,187,23,0,0,0,0,0,9,20,1,0,0,0,0,1,6,12,5,0,0,0,0,0,3,164,27,1,0,0,0,0,9,187,40,0,0,0,0,0,5,37,2,0,0,0,1,1,2,10,5,0,0,0,0,0,5,169,9,1,0,0,0,0,29,187,6,0,0,0,0,0,50,36,2,0,0,0,1,0,4,3,3,3,0,0,0,1,5,173,6,1,0,0,0,0,12,187,8,0,0,0,0,0,18,24,6,0,0,0,0,0,2
